label	comment
0	我们去的蛮早，坐了一个双人的位子，有一点挤，但是还好比较方便，有很多人都是团购去的，服务员的态度超好，不管是什么都很热心的服务。东西也很多，很新鲜的，我们一去就吃了白灼虾，和鲍鱼，还有燕窝粥，寿司这些也很不错的。第一次和同学一起来，之后有机会会经常来的。而且很干净啦，大家都很有秩序的。
0	相当的好！分量足！老板也很热情！
1	两份肠粉只有一瓶辣酱 这就算了 吃到一半发现这么大个蚊子
0	老板人超级热情，店里装修漂亮大气，到店里各种水果燕窝试吃，忍不住买了些燕窝，新店开业还打九折哟，划算到不行。地址在爱琴海购物广场玫瑰天街源盏燕窝
0	超级好哦(⊙o⊙)哦，服务很热情
1	帮别人订的，吃到了头发，只能差评了
0	不好吃，打开一点汤也没有，干得很
0	老顾客了~~非常好吃，性价比很高，值得推荐~
0	玉米和热狗超难吃。。都吃了一口就扔了。菜品质量差
0	想念了好久的蛋糕！味道真的非常不错哦！很新鲜，包装非常可爱！好喜欢！
0	很划算，吃完烧烤来一杯DQ，真心爽到爆。位置好找，口味丰富。
0	好吃  服务也很好  下次还去  价格也好便宜
1	只有牛肉还可以。其他馅的都很难吃。 没得啥子味，干瘪瘪的肉跟一坨屎一样！跟买的速冻饺子差不多，一点不新鲜！鸡肉味的吃起要吐了，一股怪味！  下次不再点你家的了！ 反应了过后还说是我的问题！  我嘴巴长在你脸上的哎！ 你说好吃就好吃嘛。我下次不再来买了！
0	回头客，儿子说很好吃！服务、味道很好
0	饭不好吃，菜很少
0	这个四季蛋糕真不错~是慕斯蛋糕来的，四种口味一样四个，刚好一人一种口味。都挺好吃的，巧克力那个很不错！挺快的中午打电话预定，下午三点去就好了~还嘱咐我们要尽快吃或者冰起来。最后同学猎奇的把所有味道搅在一起我也是。。。味道还是很好吃的~
0	李外婆老火锅，味道可以，凉茶不错
0	味道真的不错，主要是太实惠了，下次还会来哈
0	这家店特别坑，坑爹的坑，大家千万别点，又难吃，请问你两荤两素值八十吗？昏素套餐打个原价八十来折半价骗人，还没有鱼，误导消费者，我点了你的折扣的套餐就给我送来了半盒菜，当我们是傻逼么？有种打对折促销就大方点别这样忽悠人，怪我自己没看清，我点烤鱼只包鱼点太多了，都是几十块钱，还以为你家做活动送菜呢，你家真够恶心的！自认倒霉！都是住在周边的不会再光顾！大大差评！
0	味道不错，分量也够八个人吃，好评
0	火锅味道真是棒，吃的热火朝天的，很喜欢
0	很不错，我很喜欢紫米，很好吃，酸奶味道也不错ヽ(○´∀`)ﾉ♪
0	服务态度好，味道要好，下次还会去！
0	感觉还不错，当下午茶喝，以前经常去这里，这是第一次在网上团，比店里便宜太多了，，就是如果有果汁团购就好了，个人不喜欢咖啡，因为好苦，那个金桔类的饮料很好喝，我以前在店里直接点的，喝过两次，杯子好看，饮料又好喝，一坐就是一个大下午，就是价格贵，有团购就好了，环境很棒，喝饮料环境很重要
1	珺片都是臭的，买了几次了，都是臭了
0	真的不错，会带朋友来。
0	味道不错！卫生不错！态度不错！
0	去了很多次了，前面不知道可以用美团，后来看到团购还是要便宜一点点，味道还不错，速度也多快的，反正就是还可以吧。
0	翅膀很好吃。里面是糯米饭。
0	味道很好，看着吃着也挺舒服。
0	牛肉量很足，味道也不错，环境服务都可以，值得试试！
0	做得太假了，不会有二次
0	蛋糕送到家来的，侄女也挺爱吃的
0	菜品不错 服务很好   味道真的很好
0	没有最难吃只有更难吃，不要问我什么东西难吃，所有都难吃，难吃到吐，我想应该没有比这家还难吃的烧烤了吧！！！
0	感觉挺好的，老板娘人特别好，我们去的时候已经很晚，虽然想吃鸡杂没有，但素推荐的里脊很好吃哟
0	服务很热情，分量很足，几个人吃得很开心。
0	上菜速度快，服务质量好，就是后面没有给我们黑米饭，估计忘上了
